value_0,value_1,value_2,result
895,882,557,false
244,915,158,false
297,896,624,false
189,756,802,false
313,521,346,false
130,na,604,false
614,708,64,false
122,63,915,false
191,859,639,false
684,400,120,false
130,534,741,false
563,485,237,false
229,195,991,false
na,31,574,false
357,151,563,false
763,921,173,false
888,328,185,false
na,38,223,false
119,738,576,false
327,643,422,false
274,556,580,false
775,505,821,false
674,288,209,false
373,857,685,false
10,657,555,false
344,137,601,false
191,707,502,false
na,228,327,false
285,853,na,false
928,286,132,false
484,456,435,false
294,173,752,false
99,726,na,false
434,425,25,false
na,880,978,true
628,659,704,false
501,828,587,false
762,965,935,true
167,862,276,false
na,167,71,false
339,na,789,false
162,652,502,false
922,226,538,false
90,51,602,false
148,133,736,false
358,740,565,false
718,546,43,false
844,148,415,false
532,na,825,false
na,681,213,false
na,233,631,false
392,622,500,false
619,973,876,false
79,662,802,false
971,446,250,false
22,790,909,false
261,708,414,false
130,94,na,false
35,113,99,false
158,825,802,false
903,na,984,false
233,600,125,false
908,890,203,false
153,952,405,false
447,827,924,false
650,na,29,false
359,428,631,false
255,708,242,false
492,412,720,false
650,901,905,true
762,529,397,false
205,470,na,false
495,300,430,false
995,904,747,true
895,462,122,false
566,321,481,false
737,827,960,true
na,361,111,false
234,192,981,false
931,204,430,false
560,449,832,false
624,na,35,false
46,331,567,false
705,624,213,false
674,983,630,false
625,412,355,false
771,378,816,false
976,57,680,false
137,491,na,false
na,338,115,false
874,258,562,false
420,665,697,false
69,286,510,false
649,962,837,false
738,349,536,false
974,845,482,false
na,930,59,false
418,498,429,false
324,170,197,false
19,515,815,false
185,321,347,false
461,938,902,false
754,888,985,true
470,486,120,false
164,928,946,false
198,347,408,false
na,131,548,false
427,416,663,false
95,983,944,false
942,116,932,false
59,37,730,false
259,299,429,false
65,65,776,false
436,271,843,false
402,482,708,false
342,945,577,false
740,110,898,false
na,96,739,false
505,935,na,false
504,na,258,false
550,643,125,false
442,691,978,false
56,766,887,false
713,236,933,false
194,660,na,false
678,217,425,false
493,917,945,false
785,915,188,false
859,743,845,true
481,807,na,false
526,388,296,false
599,421,139,false
744,308,277,false
362,860,925,false
331,980,654,false
366,279,12,false
328,171,434,false
176,111,42,false
578,na,576,false
855,627,584,false
742,224,239,false
21,380,657,false
748,na,973,false
368,543,869,false
408,383,230,false
615,54,998,false
925,236,763,false
566,845,999,false
197,794,363,false
628,579,585,false
325,530,na,false
91,na,24,false
398,na,934,false
241,914,79,false
806,na,249,false
560,216,700,false
863,565,63,false
191,372,461,false
922,na,42,false
693,301,961,false
572,696,692,false
889,804,356,false
984,13,388,false
na,310,412,false
632,693,127,false
132,264,194,false
131,774,777,false
965,818,651,true
798,731,529,false
858,470,445,false
97,na,704,false
104,604,227,false
323,147,973,false
209,938,286,false
925,462,801,false
747,449,875,false
321,393,232,false
na,382,641,false
733,929,na,false
223,763,811,false
822,674,77,false
159,370,439,false
320,925,390,false
438,369,827,false
894,18,na,false
885,868,648,false
114,544,243,false
908,432,459,false
977,70,496,false
561,183,193,false
340,561,825,false
85,573,609,false
101,907,210,false
997,na,556,false
164,520,986,false
727,391,696,false
634,573,633,false
378,na,91,false
715,na,285,false
339,31,325,false
514,231,938,false
93,434,244,false
194,923,435,false
643,na,875,false
na,123,643,false
923,995,661,true
430,132,na,false
540,17,919,false
219,141,136,false
813,7,208,false
380,870,884,false
688,600,180,false
820,614,567,false
861,897,309,false
681,962,896,true
986,527,984,false
806,410,186,false
12,na,484,false
142,839,536,false
511,146,697,false
234,151,na,false
236,926,na,false
323,891,425,false
518,722,614,false
252,212,756,false
na,861,63,false
199,236,847,false
17,687,945,false
169,788,399,false
126,133,366,false
na,985,680,false
94,787,185,false
934,728,na,true
na,509,587,false
337,910,363,false
628,314,867,false
412,78,398,false
600,na,998,false
112,614,529,false
844,819,480,false
186,651,416,false
253,421,425,false
326,672,155,false
598,104,na,false
506,na,334,false
14,755,906,false
324,842,612,false
790,na,886,true
811,904,898,true
868,871,51,false
850,241,567,false
855,412,245,false
444,107,na,false
510,493,463,false
581,291,935,false
650,754,686,true
952,907,609,false
131,240,na,false
637,179,817,false
723,656,246,false
798,355,393,false
100,646,750,false
77,399,36,false
634,na,592,false
128,256,871,false
919,53,624,false
162,na,78,false
864,na,95,false
212,19,758,false
785,372,na,false
476,191,924,false
695,160,na,false
106,485,190,false
933,934,938,true
916,871,285,false
446,na,757,false
991,955,363,false
37,638,274,false
333,369,537,false
407,720,713,false
556,562,284,false
41,307,861,false
357,25,707,false
266,17,104,false
863,662,534,false
na,469,817,false
975,na,61,false
588,422,829,false
459,634,937,false
606,469,119,false
982,801,422,false
790,501,444,false
842,753,229,false
685,433,891,false
768,99,na,false
439,958,na,false
192,444,na,false
573,989,260,false
918,852,na,true
530,na,805,false
977,743,459,false
241,762,na,false
546,604,363,false
818,444,865,false
528,660,610,false
651,655,406,false
61,na,930,false
836,843,994,true
297,980,963,false
847,339,756,false
50,533,903,false
385,282,855,false
318,747,508,false
954,760,261,false
444,254,200,false
718,429,337,false
885,na,964,false
222,832,na,false
675,442,543,false
444,161,488,false
833,26,227,false
917,458,397,false
181,511,428,false
824,303,258,false
953,111,342,false
18,569,304,false
735,311,745,false
604,571,5,false
635,9,966,false
na,228,998,false
269,129,780,false
na,588,208,false
558,785,142,false
705,528,223,false
693,na,898,false
770,567,828,false
691,na,11,false
435,665,680,false
627,na,432,false
974,325,337,false
680,344,203,false
703,365,27,false
48,538,936,false
320,146,212,false
419,794,258,false
350,na,766,false
na,109,782,false
908,85,978,false
588,238,475,false
42,165,651,false
469,68,216,false
209,304,na,false
940,369,664,false
890,na,236,false
552,na,11,false
66,na,181,false
na,666,973,false
68,240,685,false
74,911,103,false
479,285,320,false
59,719,644,false
948,894,802,true
429,608,629,false
512,4,28,false
877,676,782,true
295,709,926,false
727,186,246,false
24,567,251,false
446,425,309,false
611,995,729,false
487,659,589,false
836,147,320,false
508,347,675,false
535,979,376,false
924,878,229,false
75,627,637,false
533,309,740,false
561,226,na,false
417,417,407,false
700,549,811,false
989,432,243,false
565,144,328,false
496,na,786,false
114,728,998,false
852,438,868,false
7,181,152,false
946,172,na,false
700,842,336,false
753,800,296,false
na,968,370,false
851,846,518,false
524,660,49,false
5,329,na,false
551,286,327,false
666,961,832,true
399,409,278,false
543,347,na,false
151,601,526,false
412,769,563,false
112,na,795,false
956,329,718,false
348,442,95,false
226,470,na,false
352,135,533,false
204,562,488,false
541,944,418,false
48,338,437,false
224,122,855,false
726,129,182,false
861,na,850,false
536,510,822,false
996,37,349,false
983,877,na,false
971,797,765,true
na,905,801,false
27,250,282,false
229,801,414,false
140,726,83,false
793,671,168,false
183,345,630,false
181,977,40,false
318,na,393,false
89,628,223,false
320,495,559,false
537,561,374,false
74,258,722,false
na,514,846,false
385,878,81,false
550,196,212,false
35,515,135,false
686,806,753,true
914,339,663,false
139,121,161,false
593,947,na,false
na,724,102,false
970,na,454,false
588,880,517,false
89,401,880,false
na,617,145,false
641,693,665,false
324,915,477,false
194,431,870,false
31,360,na,false
434,830,462,false
496,633,880,false
522,973,903,false
814,186,462,false
950,593,611,false
390,909,647,false
929,615,204,false
87,689,na,false
162,790,135,false
232,na,376,false
422,567,445,false
290,304,8,false
44,974,930,false
742,757,152,false
107,346,187,false
859,958,355,false
830,49,883,false
730,276,189,false
787,671,163,false
821,568,na,false
29,na,279,false
618,922,915,false
640,752,na,false
677,772,182,false
478,812,825,false
440,242,801,false
396,62,268,false
832,781,na,false
424,42,201,false
646,272,817,false
665,na,80,false
984,460,725,false
662,449,764,false
723,162,572,false
408,812,634,false
315,287,486,false
323,610,na,false
314,473,806,false
166,923,174,false
898,434,328,false
6,139,na,false
314,428,71,false
na,81,162,false
144,544,697,false
882,659,255,false
417,670,856,false
947,272,898,false
721,570,564,false
707,140,922,false
99,790,452,false
898,na,244,false
135,546,na,false
837,811,359,false
944,4,157,false
551,634,618,false
789,332,251,false
676,434,278,false
63,18,867,false
95,209,399,false
697,909,350,false
na,575,892,false
958,297,415,false
838,15,657,false
856,769,592,false
na,121,282,false
158,448,742,false
33,429,201,false
586,220,171,false
820,239,46,false
745,916,58,false
211,578,36,false
177,457,87,false
514,727,513,false
417,583,428,false
676,60,760,false
763,628,938,false
na,375,971,false
871,40,530,false
401,633,416,false
449,64,860,false
404,615,383,false
na,454,825,false
392,820,139,false
106,43,na,false
344,658,515,false
962,na,147,false
335,na,499,false
836,550,601,false
698,791,301,false
505,487,139,false
51,862,671,false
417,758,469,false
na,159,691,false
507,864,na,false
950,359,548,false
402,na,813,false
145,847,439,false
na,282,242,false
354,348,898,false
3,513,338,false
495,na,500,false
na,534,425,false
886,na,741,true
363,121,613,false
254,950,499,false
557,993,533,false
989,134,na,false
457,580,406,false
303,164,921,false
683,89,808,false
588,967,821,false
827,542,344,false
995,932,78,false
217,229,976,false
891,52,471,false
301,893,818,false
254,673,34,false
521,492,405,false
479,998,286,false
754,612,78,false
733,266,60,false
623,376,448,false
590,366,285,false
680,189,492,false
572,548,389,false
39,859,313,false
na,816,347,false
68,348,na,false
382,287,758,false
520,207,43,false
65,209,na,false
805,469,154,false
652,73,404,false
519,594,65,false
29,62,369,false
436,368,523,false
515,267,na,false
774,110,285,false
873,918,153,false
933,950,67,false
346,73,na,false
318,886,715,false
105,872,406,false
350,559,201,false
441,204,153,false
628,888,107,false
454,412,758,false
869,285,333,false
208,517,212,false
219,740,107,false
967,670,940,true
917,461,261,false
279,383,75,false
na,763,451,false
277,na,723,false
872,394,na,false
377,938,654,false
917,927,579,false
943,909,200,false
43,957,307,false
579,897,na,false
282,960,na,false
588,57,322,false
862,na,49,false
177,755,124,false
na,979,937,false
21,709,908,false
582,615,326,false
601,574,424,false
404,975,609,false
689,976,886,true
160,508,na,false
363,781,767,false
na,587,731,false
989,349,155,false
413,19,90,false
27,2,820,false
372,535,964,false
850,284,788,false
198,845,165,false
362,902,531,false
627,667,na,false
35,na,320,false
697,na,627,false
390,570,837,false
849,740,na,false
na,833,497,false
684,958,880,true
509,735,838,false
na,588,539,false
58,962,924,false
659,na,645,false
na,569,367,false
475,519,441,false
38,na,126,false
37,752,210,false
154,271,391,false
483,186,na,false
212,230,476,false
361,613,500,false
215,561,436,false
242,964,174,false
784,500,597,false
427,501,43,false
69,272,695,false
677,205,669,false
na,600,432,false
363,11,142,false
360,373,40,false
249,682,458,false
774,910,691,true
na,572,910,false
389,851,na,false
464,786,176,false
124,na,253,false
703,915,361,false
149,208,582,false
934,457,875,false
669,287,62,false
893,595,328,false
130,543,765,false
na,323,628,false
193,336,850,false
na,900,968,false
861,405,706,false
113,267,700,false
797,494,537,false
164,89,300,false
444,988,588,false
19,728,434,false
55,487,871,false
250,627,547,false
516,425,336,false
618,968,381,false
461,na,990,false
842,481,530,false
728,659,432,false
395,801,458,false
na,579,241,false
274,640,391,false
794,477,365,false
595,837,713,false
337,76,265,false
316,377,27,false
682,410,680,false
7,728,617,false
551,697,601,false
258,310,922,false
790,57,483,false
923,502,775,false
303,834,17,false
658,252,803,false
891,782,598,false
337,95,348,false
383,na,969,false
275,368,349,false
na,786,202,false
81,837,955,false
378,298,406,false
681,783,44,false
342,439,587,false
614,330,975,false
813,581,420,false
782,na,632,false
859,295,794,false
15,328,926,false
586,461,349,false
107,104,166,false
148,168,576,false
3,411,696,false
935,237,181,false
682,935,818,true
426,211,383,false
947,908,300,false
397,na,68,false
538,593,286,false
605,266,814,false
847,702,na,false
939,818,882,true
904,696,916,true
715,515,780,false
224,190,519,false
646,229,737,false
567,141,989,false
773,964,281,false
972,11,818,false
671,168,335,false
170,871,452,false
665,289,742,false
700,133,118,false
225,850,499,false
660,407,376,false
556,913,200,false
925,572,281,false
789,37,628,false
981,28,767,false
423,511,853,false
471,360,516,false
47,977,744,false
698,734,na,false
577,653,803,false
100,699,729,false
798,853,340,false
984,73,284,false
425,821,150,false
934,397,97,false
245,na,460,false
865,na,2,false
472,401,na,false
559,255,na,false
977,654,344,false
181,299,620,false
656,134,643,false
148,792,486,false
521,758,201,false
761,893,224,false
321,314,502,false
532,188,441,false
602,705,474,false
845,801,na,false
107,163,na,false
694,261,243,false
735,275,457,false
472,635,951,false
na,640,528,false
942,975,911,true
498,782,na,false
na,744,719,true
112,346,989,false
311,136,623,false
553,173,745,false
456,197,555,false
444,754,79,false
27,na,958,false
793,135,591,false
400,413,513,false
645,940,551,false
657,360,278,false
113,843,na,false
297,329,na,false
950,74,391,false
na,492,79,false
536,556,727,false
857,387,301,false
522,885,818,false
587,961,219,false
981,727,228,false
460,479,142,false
608,na,359,false
667,na,727,false
929,546,964,false
245,173,827,false
289,na,18,false
567,82,34,false
24,458,357,false
135,na,584,false
936,169,707,false
271,452,23,false
618,216,87,false
816,633,na,false
326,260,689,false
282,356,511,false
na,583,469,false
955,19,594,false
130,468,na,false
154,702,583,false
67,878,944,false
673,290,699,false
711,989,923,true
119,983,388,false
na,257,775,false
848,3,439,false
172,334,901,false
788,na,810,false
170,147,816,false
595,393,516,false
216,100,514,false
na,378,59,false
587,267,936,false
20,95,918,false
823,881,161,false
131,666,76,false
461,223,na,false
444,598,829,false
204,na,967,false
869,452,364,false
213,21,96,false
32,826,852,false
423,887,95,false
292,362,na,false
656,180,779,false
831,291,547,false
222,478,475,false
